	genome_id	query_name	cazyme_fam_secstat	e-value
62635	SRS1719488_2	SRS1719488_2_k119_21201_63	GT2_Glycos_transf_2_secFalse	1.8e-21
62638	SRS1719488_2	SRS1719488_2_k119_22421_16	GH43_18_secFalse	3.4999999999999996e-88
62639	SRS1719488_2	SRS1719488_2_k119_22421_17	GH142_secTrue	4.599999999999998e-231
62640	SRS1719488_2	SRS1719488_2_k119_22421_17	GH143_secTrue	6.899999999999997e-296
62641	SRS1719488_2	SRS1719488_2_k119_22421_18	GH78_secFalse	1.1999999999999997e-159
62642	SRS1719488_2	SRS1719488_2_k119_22421_18	CBM67_secFalse	3.3e-35
62643	SRS1719488_2	SRS1719488_2_k119_22421_19	GH28_secFalse	4.4e-95
62644	SRS1719488_2	SRS1719488_2_k119_22421_20	CE19_secTrue	4.599999999999998e-140
62645	SRS1719488_2	SRS1719488_2_k119_22421_24	GH33_secFalse	2.2e-36
62646	SRS1719488_2	SRS1719488_2_k119_22421_24	GH78_secFalse	1.9999999999999995e-164
62647	SRS1719488_2	SRS1719488_2_k119_22421_24	CBM67_secFalse	6.1e-39
62648	SRS1719488_2	SRS1719488_2_k119_22421_25	GH140_secTrue	1.8999999999999994e-177
62649	SRS1719488_2	SRS1719488_2_k119_22421_26	GH105_secFalse	3.199999999999999e-123
62650	SRS1719488_2	SRS1719488_2_k119_22421_27	GH95_secFalse	1.2999999999999994e-292
62655	SRS1719488_2	SRS1719488_2_k119_22421_6	GH130_secFalse	1.3999999999999998e-95
62656	SRS1719488_2	SRS1719488_2_k119_22421_7	GH92_secTrue	4.5999999999999984e-179
62657	SRS1719488_2	SRS1719488_2_k119_23130_51	GT2_Glycos_transf_2_secFalse	5.2e-30
62659	SRS1719488_2	SRS1719488_2_k119_23130_9	GH23_secFalse	1.3e-21
62660	SRS1719488_2	SRS1719488_2_k119_23193_11	GH32_secTrue	4.299999999999998e-102
62661	SRS1719488_2	SRS1719488_2_k119_23193_12	GH91_secFalse	1.1999999999999997e-92
62662	SRS1719488_2	SRS1719488_2_k119_23193_13	GH91_secFalse	3.999999999999999e-100
62663	SRS1719488_2	SRS1719488_2_k119_23193_17	GH32_secFalse	4.0999999999999996e-92
62664	SRS1719488_2	SRS1719488_2_k119_23193_19	GH43_2_secFalse	2.399999999999999e-100
62665	SRS1719488_2	SRS1719488_2_k119_23193_19	CBM6_secFalse	3.3e-16
62666	SRS1719488_2	SRS1719488_2_k119_23193_19	CBM6_secFalse	3.6e-17
62667	SRS1719488_2	SRS1719488_2_k119_23193_19	CBM6_secFalse	5.2e-17
62668	SRS1719488_2	SRS1719488_2_k119_23193_20	GH2_secFalse	3.8e-85
62669	SRS1719488_2	SRS1719488_2_k119_23193_21	GH92_secFalse	1.0999999999999998e-166
62671	SRS1719488_2	SRS1719488_2_k119_23193_28	GH2_secTrue	3.5999999999999994e-83
62674	SRS1719488_2	SRS1719488_2_k119_23193_31	GH43_28_secFalse	2.1999999999999993e-105
62675	SRS1719488_2	SRS1719488_2_k119_23193_31	CBM32_secFalse	3.8000000000000005e-21
62676	SRS1719488_2	SRS1719488_2_k119_23193_32	CE20_secTrue	1.2999999999999996e-75
62677	SRS1719488_2	SRS1719488_2_k119_23193_33	GH3_secFalse	6.399999999999998e-70
62678	SRS1719488_2	SRS1719488_2_k119_23193_34	GH43_2_secFalse	2.2e-43
62679	SRS1719488_2	SRS1719488_2_k119_23193_34	GH43_2_secFalse	2.3999999999999996e-125
62682	SRS1719488_2	SRS1719488_2_k119_23193_54	GH29_secFalse	8.699999999999999e-82
62683	SRS1719488_2	SRS1719488_2_k119_23193_87	GH29_secTrue	5.4e-110
62685	SRS1719488_2	SRS1719488_2_k119_23777_10	GH35_secFalse	1.4999999999999998e-122
62687	SRS1719488_2	SRS1719488_2_k119_23777_9	GH89_secFalse	2.599999999999999e-250
62690	SRS1719488_2	SRS1719488_2_k119_24777_21	GH51_secTrue	3.6999999999999993e-112
62691	SRS1719488_2	SRS1719488_2_k119_24777_28	GH146_secTrue	6.399999999999999e-212
62692	SRS1719488_2	SRS1719488_2_k119_24777_29	GH51_secTrue	3.3e-142
62693	SRS1719488_2	SRS1719488_2_k119_24777_42	GH88_secFalse	7.899999999999999e-134
62694	SRS1719488_2	SRS1719488_2_k119_24777_43	GH2_secFalse	2.6999999999999995e-96
62695	SRS1719488_2	SRS1719488_2_k119_24777_44	PL38_secFalse	1.7999999999999996e-116
62696	SRS1719488_2	SRS1719488_2_k119_24777_45	PL38_secTrue	3.999999999999999e-115
62697	SRS1719488_2	SRS1719488_2_k119_24777_50	PL38_secFalse	1.7999999999999997e-110
62698	SRS1719488_2	SRS1719488_2_k119_24777_51	GH109_secFalse	4.199999999999999e-25
62700	SRS1719488_2	SRS1719488_2_k119_24777_62	GH25_secFalse	1e-56
62701	SRS1719488_2	SRS1719488_2_k119_24798_12	PL12_2_secFalse	3.1e-53
62702	SRS1719488_2	SRS1719488_2_k119_24798_13	GH95_secFalse	7.699999999999998e-85
62703	SRS1719488_2	SRS1719488_2_k119_24798_19	GH2_secFalse	1.8999999999999998e-118
62704	SRS1719488_2	SRS1719488_2_k119_24798_20	GH53_secFalse	1.0999999999999998e-97
62706	SRS1719488_2	SRS1719488_2_k119_24798_24	GH147_secFalse	0.0
62707	SRS1719488_2	SRS1719488_2_k119_24798_27	PL13_secFalse	2.399999999999999e-208
62708	SRS1719488_2	SRS1719488_2_k119_24798_2	PL15_2_secTrue	8.999999999999998e-103
62715	SRS1719488_2	SRS1719488_2_k119_24798_7	PL12_2_secFalse	4.699999999999999e-64
62716	SRS1719488_2	SRS1719488_2_k119_24798_8	GH88_secFalse	1.4e-119
62718	SRS1719488_2	SRS1719488_2_k119_24882_22	GH115_secFalse	8.299999999999996e-245
62719	SRS1719488_2	SRS1719488_2_k119_24882_23	GT2_Glycos_transf_2_secFalse	3.0999999999999995e-27
62720	SRS1719488_2	SRS1719488_2_k119_24882_24	GT4_secFalse	8.4e-24
62724	SRS1719488_2	SRS1719488_2_k119_24882_33	GH43_3_secFalse	4.199999999999999e-112
62725	SRS1719488_2	SRS1719488_2_k119_24882_34	GH109_secTrue	2.1e-33
62728	SRS1719488_2	SRS1719488_2_k119_24882_39	GH115_secFalse	5.599999999999998e-215
62731	SRS1719488_2	SRS1719488_2_k119_24882_40	GH93_secFalse	8.1e-23
62732	SRS1719488_2	SRS1719488_2_k119_24882_41	GH105_secFalse	1.4999999999999996e-72
62734	SRS1719488_2	SRS1719488_2_k119_24882_43	GH43_3_secFalse	1.1999999999999998e-94
62735	SRS1719488_2	SRS1719488_2_k119_24882_50	GH2_secFalse	1.9e-85
62736	SRS1719488_2	SRS1719488_2_k119_24882_51	GH130_secFalse	2.1999999999999997e-85
62737	SRS1719488_2	SRS1719488_2_k119_24882_52	GH2_secFalse	2.0999999999999996e-87
62738	SRS1719488_2	SRS1719488_2_k119_24882_53	GH105_secFalse	5.099999999999999e-71
62739	SRS1719488_2	SRS1719488_2_k119_24884_10	GH109_secFalse	7.799999999999998e-159
62740	SRS1719488_2	SRS1719488_2_k119_24884_6	GH2_secFalse	6.199999999999998e-213
62741	SRS1719488_2	SRS1719488_2_k119_24884_9	GH109_secFalse	8.399999999999998e-164
62742	SRS1719488_2	SRS1719488_2_k119_24885_1	GT4_secFalse	1.3e-25
62743	SRS1719488_2	SRS1719488_2_k119_24885_3	GT2_Glycos_transf_2_secFalse	3.3999999999999997e-38
62744	SRS1719488_2	SRS1719488_2_k119_24885_4	GT11_secFalse	8e-56
62745	SRS1719488_2	SRS1719488_2_k119_24885_6	GT2_Glycos_transf_2_secFalse	1.3999999999999998e-16
62746	SRS1719488_2	SRS1719488_2_k119_24943_5	GH33_secFalse	5.499999999999999e-78
62747	SRS1719488_2	SRS1719488_2_k119_25515_12	GH43_31_secTrue	2.0999999999999995e-108
62748	SRS1719488_2	SRS1719488_2_k119_25515_19	GH51_secFalse	4.699999999999999e-74
62749	SRS1719488_2	SRS1719488_2_k119_25515_21	GH43_secFalse	8.1e-38
62750	SRS1719488_2	SRS1719488_2_k119_25515_23	GH2_secTrue	3.299999999999999e-104
62753	SRS1719488_2	SRS1719488_2_k119_25515_31	GH66_secFalse	1.5999999999999993e-199
62754	SRS1719488_2	SRS1719488_2_k119_25515_32	GH31_secTrue	2.6999999999999994e-147
62755	SRS1719488_2	SRS1719488_2_k119_25515_34	GH88_secFalse	2.1999999999999993e-127
62759	SRS1719488_2	SRS1719488_2_k119_25516_15	GH20_secFalse	3.3999999999999996e-93
62760	SRS1719488_2	SRS1719488_2_k119_25516_16	GH5_13_secFalse	1.7999999999999999e-118
62761	SRS1719488_2	SRS1719488_2_k119_25516_19	GH138_secFalse	0.0
62763	SRS1719488_2	SRS1719488_2_k119_25516_20	GH137_secTrue	3.499999999999999e-161
62764	SRS1719488_2	SRS1719488_2_k119_25516_20	GH2_secTrue	4.799999999999999e-83
62765	SRS1719488_2	SRS1719488_2_k119_25516_20	CBM57_secTrue	5.5e-46
62766	SRS1719488_2	SRS1719488_2_k119_25516_5	GH127_secTrue	1.0999999999999996e-195
62767	SRS1719488_2	SRS1719488_2_k119_25516_6	GH141_secTrue	2.299999999999999e-234
62768	SRS1719488_2	SRS1719488_2_k119_25516_7	GH78_secTrue	6.199999999999999e-116
62769	SRS1719488_2	SRS1719488_2_k119_25717_10	CE1_secFalse	1.3999999999999998e-26
62770	SRS1719488_2	SRS1719488_2_k119_25717_1	GH76_secTrue	3.899999999999999e-74
62772	SRS1719488_2	SRS1719488_2_k119_25717_2	GH125_secTrue	8.799999999999999e-187
62774	SRS1719488_2	SRS1719488_2_k119_25717_49	CE4_secFalse	4e-25
62775	SRS1719488_2	SRS1719488_2_k119_25717_5	GH78_secTrue	2.5999999999999996e-156
62776	SRS1719488_2	SRS1719488_2_k119_25717_5	CBM67_secTrue	4.3e-40
62790	SRS1719488_2	SRS1719488_2_k119_2581_9	GH43_18_secFalse	3.3999999999999994e-66
62791	SRS1719488_2	SRS1719488_2_k119_265_43	GH97_secFalse	1.4999999999999992e-262
62792	SRS1719488_2	SRS1719488_2_k119_28954_21	PL33_1_secFalse	1.4999999999999997e-61
62794	SRS1719488_2	SRS1719488_2_k119_29934_8	GH33_secFalse	8.7e-59
62796	SRS1719488_2	SRS1719488_2_k119_30736_21	PL8_2_secTrue	1.0999999999999999e-86
62798	SRS1719488_2	SRS1719488_2_k119_30736_25	GT2_Glycos_transf_2_secFalse	3.8e-20
62800	SRS1719488_2	SRS1719488_2_k119_30736_27	GH163_secFalse	3.299999999999999e-76
62802	SRS1719488_2	SRS1719488_2_k119_30736_30	CBM62_secFalse	7.8e-17
62803	SRS1719488_2	SRS1719488_2_k119_30736_7	GH2_secTrue	8.099999999999997e-222
62807	SRS1719488_2	SRS1719488_2_k119_31228_11	GH20_secFalse	2.999999999999999e-124
62808	SRS1719488_2	SRS1719488_2_k119_31228_25	GH105_secFalse	3.4e-82
62809	SRS1719488_2	SRS1719488_2_k119_31228_26	PL42_secFalse	7.499999999999998e-128
62810	SRS1719488_2	SRS1719488_2_k119_31228_27	GH43_24_secFalse	6.599999999999999e-103
62811	SRS1719488_2	SRS1719488_2_k119_31228_29	GH154_secTrue	2.2999999999999994e-94
62812	SRS1719488_2	SRS1719488_2_k119_31228_31	GH31_secFalse	2.2999999999999992e-136
62813	SRS1719488_2	SRS1719488_2_k119_31228_33	GH97_secTrue	4.799999999999999e-180
62814	SRS1719488_2	SRS1719488_2_k119_31228_34	GH51_secTrue	5.499999999999999e-98
62815	SRS1719488_2	SRS1719488_2_k119_31228_35	GH43_19_secFalse	3.1999999999999997e-96
62817	SRS1719488_2	SRS1719488_2_k119_31228_36	GH35_secFalse	4.2e-118
62818	SRS1719488_2	SRS1719488_2_k119_31228_60	GT2_Glycos_transf_2_secFalse	6.7e-20
62819	SRS1719488_2	SRS1719488_2_k119_31228_66	GH95_secFalse	2.4999999999999984e-291
62820	SRS1719488_2	SRS1719488_2_k119_31228_68	GH43_29_secTrue	1.5999999999999998e-118
62821	SRS1719488_2	SRS1719488_2_k119_31228_68	CBM6_secTrue	4.099999999999999e-33
62822	SRS1719488_2	SRS1719488_2_k119_31228_69	CE1_secTrue	1.4999999999999998e-54
62823	SRS1719488_2	SRS1719488_2_k119_31228_69	CE6_secTrue	3.9e-34
62825	SRS1719488_2	SRS1719488_2_k119_31228_70	GH5_21_secFalse	4.299999999999999e-109
62827	SRS1719488_2	SRS1719488_2_k119_31228_72	GH10_secFalse	1e-44
62829	SRS1719488_2	SRS1719488_2_k119_31228_78	CBM91_secFalse	1.6e-54
62830	SRS1719488_2	SRS1719488_2_k119_31228_78	GH43_12_secFalse	1.6999999999999998e-113
62831	SRS1719488_2	SRS1719488_2_k119_31228_79	CBM6_secFalse	5.0000000000000004e-30
62832	SRS1719488_2	SRS1719488_2_k119_31228_79	GH43_29_secFalse	5.999999999999999e-115
62833	SRS1719488_2	SRS1719488_2_k119_31228_80	GH97_secTrue	4.9999999999999986e-170
62834	SRS1719488_2	SRS1719488_2_k119_31228_81	GH31_secTrue	2.3999999999999994e-140
62835	SRS1719488_2	SRS1719488_2_k119_31228_82	CBM91_secFalse	3.599999999999999e-55
62836	SRS1719488_2	SRS1719488_2_k119_31228_82	GH43_12_secFalse	9.099999999999997e-109
62837	SRS1719488_2	SRS1719488_2_k119_33658_3	CE1_secFalse	2.1e-18
62841	SRS1719488_2	SRS1719488_2_k119_34314_16	CE11_secFalse	1.1999999999999997e-73
62843	SRS1719488_2	SRS1719488_2_k119_34314_29	GH28_secFalse	1.1e-87
62844	SRS1719488_2	SRS1719488_2_k119_34314_31	GH43_10_secTrue	1.0999999999999997e-109
62845	SRS1719488_2	SRS1719488_2_k119_34314_31	CBM91_secTrue	1.5999999999999999e-21
62846	SRS1719488_2	SRS1719488_2_k119_34314_37	GH105_secTrue	5.399999999999998e-91
62849	SRS1719488_2	SRS1719488_2_k119_34316_9	PL10_1_secTrue	8.499999999999999e-122
62850	SRS1719488_2	SRS1719488_2_k119_36188_10	GH99_secFalse	2.7000000000000004e-26
62852	SRS1719488_2	SRS1719488_2_k119_36884_11	GH28_secFalse	2.3999999999999993e-65
62853	SRS1719488_2	SRS1719488_2_k119_36884_12	GH106_secFalse	0.0
62855	SRS1719488_2	SRS1719488_2_k119_36884_4	GH28_secTrue	5.9e-72
62856	SRS1719488_2	SRS1719488_2_k119_36884_5	GH42_secTrue	2.4999999999999994e-122
62857	SRS1719488_2	SRS1719488_2_k119_36884_6	GH43_18_secFalse	3.899999999999999e-89
62859	SRS1719488_2	SRS1719488_2_k119_36884_6	GH43_34_secFalse	8.599999999999999e-69
62860	SRS1719488_2	SRS1719488_2_k119_36884_7	GH2_secFalse	1.6999999999999998e-69
62861	SRS1719488_2	SRS1719488_2_k119_36884_8	CE12_secTrue	2.9999999999999995e-73
62862	SRS1719488_2	SRS1719488_2_k119_36884_9	GH28_secFalse	5.2e-62
62865	SRS1719488_2	SRS1719488_2_k119_37159_12	GH23_secTrue	7.5e-24
62866	SRS1719488_2	SRS1719488_2_k119_37159_155	PL15_secFalse	1.8999999999999998e-52
62867	SRS1719488_2	SRS1719488_2_k119_37159_159	PL15_2_secTrue	3.0999999999999995e-96
62868	SRS1719488_2	SRS1719488_2_k119_37159_161	GH88_secFalse	9.999999999999997e-129
62869	SRS1719488_2	SRS1719488_2_k119_37159_168	GH20_secFalse	2.8999999999999994e-67
62870	SRS1719488_2	SRS1719488_2_k119_37159_17	GH92_secFalse	1.6999999999999992e-195
62871	SRS1719488_2	SRS1719488_2_k119_37159_20	GH92_secFalse	7.599999999999997e-191
62872	SRS1719488_2	SRS1719488_2_k119_37159_21	GH92_secTrue	4.0999999999999987e-187
62877	SRS1719488_2	SRS1719488_2_k119_37159_50	GH92_secTrue	4.3999999999999985e-172
62879	SRS1719488_2	SRS1719488_2_k119_37159_53	GH92_secTrue	1.9999999999999993e-188
62880	SRS1719488_2	SRS1719488_2_k119_37159_6	GT19_secFalse	2.4999999999999996e-114
62881	SRS1719488_2	SRS1719488_2_k119_37159_82	CE4_secFalse	1.5e-32
62882	SRS1719488_2	SRS1719488_2_k119_37159_86	GT2_Glycos_transf_2_secFalse	7.8e-25
62883	SRS1719488_2	SRS1719488_2_k119_37271_10	GH95_secTrue	1.4999999999999992e-270
62884	SRS1719488_2	SRS1719488_2_k119_37271_23	GH3_secTrue	5.199999999999999e-67
62886	SRS1719488_2	SRS1719488_2_k119_37271_24	CE17_secFalse	3.1e-25
62887	SRS1719488_2	SRS1719488_2_k119_37271_32	GH43_24_secTrue	3.6e-77
62888	SRS1719488_2	SRS1719488_2_k119_37271_39	GH93_secFalse	1.2e-22
62890	SRS1719488_2	SRS1719488_2_k119_37271_40	GH5_13_secFalse	5.699999999999999e-96
62894	SRS1719488_2	SRS1719488_2_k119_37894_34	GH23_secFalse	1.8000000000000001e-22
62895	SRS1719488_2	SRS1719488_2_k119_37895_27	GH67_secTrue	4.3999999999999984e-279
62896	SRS1719488_2	SRS1719488_2_k119_37895_28	GH43_1_secFalse	1.2999999999999997e-162
62897	SRS1719488_2	SRS1719488_2_k119_37895_29	GH10_secFalse	9.199999999999998e-108
62898	SRS1719488_2	SRS1719488_2_k119_37895_31	CE20_secFalse	2e-46
62899	SRS1719488_2	SRS1719488_2_k119_37895_31	CE20_secFalse	9.099999999999999e-38
62900	SRS1719488_2	SRS1719488_2_k119_37895_32	GH10_secFalse	3.3e-55
62904	SRS1719488_2	SRS1719488_2_k119_37895_37	GH13_14_secFalse	2.799999999999999e-118
62906	SRS1719488_2	SRS1719488_2_k119_38131_14	PL29_secTrue	7.9e-19
62907	SRS1719488_2	SRS1719488_2_k119_38131_15	PL1_2_secFalse	5.899999999999999e-65
62908	SRS1719488_2	SRS1719488_2_k119_38131_18	GH2_secTrue	3.2999999999999996e-94
62909	SRS1719488_2	SRS1719488_2_k119_38131_19	GH139_secTrue	0.0
62911	SRS1719488_2	SRS1719488_2_k119_38131_20	CE20_secFalse	7.099999999999999e-95
62913	SRS1719488_2	SRS1719488_2_k119_38131_21	GH106_secFalse	3.999999999999999e-129
62915	SRS1719488_2	SRS1719488_2_k119_38132_34	GH20_secFalse	5.099999999999998e-116
62916	SRS1719488_2	SRS1719488_2_k119_38132_35	GH78_secFalse	3.5999999999999996e-98
62918	SRS1719488_2	SRS1719488_2_k119_38132_37	GH78_secTrue	4.799999999999999e-80
62919	SRS1719488_2	SRS1719488_2_k119_38132_37	CBM67_secTrue	8.399999999999999e-27
62920	SRS1719488_2	SRS1719488_2_k119_38134_14	GH109_secTrue	5.3e-31
62921	SRS1719488_2	SRS1719488_2_k119_38134_15	GH109_secFalse	2.6e-40
62923	SRS1719488_2	SRS1719488_2_k119_38134_20	CE9_secFalse	1.6999999999999998e-117
62924	SRS1719488_2	SRS1719488_2_k119_38134_22	GH3_secFalse	7.799999999999999e-66
62926	SRS1719488_2	SRS1719488_2_k119_38134_23	GH26_secFalse	4.3999999999999995e-25
62927	SRS1719488_2	SRS1719488_2_k119_38134_27	CE15_secFalse	1.5e-19
62928	SRS1719488_2	SRS1719488_2_k119_38134_37	GH43_10_secTrue	1.3999999999999997e-96
62929	SRS1719488_2	SRS1719488_2_k119_38134_37	CBM91_secTrue	7.199999999999999e-31
62930	SRS1719488_2	SRS1719488_2_k119_38134_38	GH3_secFalse	1.7999999999999998e-69
62931	SRS1719488_2	SRS1719488_2_k119_38134_6	GH144_secFalse	5.099999999999997e-192
62932	SRS1719488_2	SRS1719488_2_k119_38134_7	GH3_secFalse	6.199999999999999e-72
62941	SRS1719488_2	SRS1719488_2_k119_3940_21	GH97_secTrue	3.599999999999999e-180
62942	SRS1719488_2	SRS1719488_2_k119_3940_26	GH146_secFalse	1.899999999999999e-200
62947	SRS1719488_2	SRS1719488_2_k119_39430_13	GT30_secFalse	1.6e-48
62949	SRS1719488_2	SRS1719488_2_k119_39430_9	GH123_secTrue	2.8999999999999987e-243
62950	SRS1719488_2	SRS1719488_2_k119_40530_16	GT35_secFalse	3.999999999999999e-115
62951	SRS1719488_2	SRS1719488_2_k119_40530_17	GT3_secFalse	6.099999999999998e-128
62953	SRS1719488_2	SRS1719488_2_k119_42018_13	GH88_secFalse	3.199999999999999e-127
62954	SRS1719488_2	SRS1719488_2_k119_42018_14	PL35_secFalse	2.3999999999999995e-63
62956	SRS1719488_2	SRS1719488_2_k119_42018_15	PL35_secFalse	7.199999999999999e-65
62957	SRS1719488_2	SRS1719488_2_k119_42018_18	CE20_secTrue	2.999999999999999e-88
62958	SRS1719488_2	SRS1719488_2_k119_42018_37	GH78_secFalse	2.099999999999999e-143
62960	SRS1719488_2	SRS1719488_2_k119_42018_43	GH92_secFalse	5.699999999999998e-165
62961	SRS1719488_2	SRS1719488_2_k119_42208_11	GH130_secFalse	3.0999999999999995e-87
62962	SRS1719488_2	SRS1719488_2_k119_42208_13	GH130_secFalse	7.2e-86
62963	SRS1719488_2	SRS1719488_2_k119_42208_25	PL6_1_secTrue	1.1e-38
62964	SRS1719488_2	SRS1719488_2_k119_42208_25	PL6_secTrue	2.5999999999999993e-128
62965	SRS1719488_2	SRS1719488_2_k119_42208_26	PL17_secFalse	2.9999999999999997e-44
62966	SRS1719488_2	SRS1719488_2_k119_42208_26	PL17_2_secFalse	4.200000000000001e-26
62967	SRS1719488_2	SRS1719488_2_k119_42208_30	PL38_secFalse	1.1999999999999997e-96
62970	SRS1719488_2	SRS1719488_2_k119_42208_37	GH3_secFalse	2.8999999999999994e-62
62972	SRS1719488_2	SRS1719488_2_k119_42208_41	GH16_3_secFalse	2.7999999999999994e-58
62973	SRS1719488_2	SRS1719488_2_k119_42208_46	CBM32_secFalse	7.6e-20
62974	SRS1719488_2	SRS1719488_2_k119_42208_46	GH43_28_secFalse	8.299999999999998e-109
62975	SRS1719488_2	SRS1719488_2_k119_42208_47	GH144_secFalse	1.1999999999999998e-186
62976	SRS1719488_2	SRS1719488_2_k119_42208_48	GH3_secTrue	9.999999999999998e-71
62977	SRS1719488_2	SRS1719488_2_k119_42208_49	GH3_secTrue	1.1999999999999997e-65
62978	SRS1719488_2	SRS1719488_2_k119_42208_67	PL11_1_secFalse	4.399999999999998e-264
62980	SRS1719488_2	SRS1719488_2_k119_42208_8	CE20_secFalse	2.7e-86
62981	SRS1719488_2	SRS1719488_2_k119_4249_14	GT2_Glycos_transf_2_secFalse	7e-16
62982	SRS1719488_2	SRS1719488_2_k119_4249_23	GH130_secFalse	5.599999999999998e-90
62983	SRS1719488_2	SRS1719488_2_k119_4249_24	GT4_secFalse	1e-19
62986	SRS1719488_2	SRS1719488_2_k119_45053_1	GT1_secFalse	5.1e-39
62987	SRS1719488_2	SRS1719488_2_k119_45618_5	GH2_secTrue	4.399999999999998e-229
62988	SRS1719488_2	SRS1719488_2_k119_45618_6	GH2_secTrue	1.7999999999999997e-130
62989	SRS1719488_2	SRS1719488_2_k119_46300_1	GH2_secFalse	3.3e-101
62990	SRS1719488_2	SRS1719488_2_k119_46538_1	GT26_secFalse	7.9e-55
62997	SRS1719488_2	SRS1719488_2_k119_5701_11	GH171_secFalse	3.5e-118
63001	SRS1719488_2	SRS1719488_2_k119_6264_5	GT5_secFalse	1.2999999999999999e-46
63002	SRS1719488_2	SRS1719488_2_k119_6264_7	GH57_secFalse	5.299999999999999e-53
63003	SRS1719488_2	SRS1719488_2_k119_6264_8	GT4_secFalse	2e-34
63005	SRS1719488_2	SRS1719488_2_k119_6264_9	GH133_secFalse	2.5999999999999997e-104
63006	SRS1719488_2	SRS1719488_2_k119_682_10	GH73_secFalse	1.5e-35
63008	SRS1719488_2	SRS1719488_2_k119_7249_12	GH92_secFalse	3.699999999999999e-147
63009	SRS1719488_2	SRS1719488_2_k119_7249_13	GH76_secFalse	9.299999999999998e-65
63010	SRS1719488_2	SRS1719488_2_k119_7249_14	GH76_secFalse	2.5999999999999994e-51
63011	SRS1719488_2	SRS1719488_2_k119_755_10	GH2_secFalse	2.3e-61
63012	SRS1719488_2	SRS1719488_2_k119_755_11	PL11_1_secFalse	1.6999999999999995e-184
63013	SRS1719488_2	SRS1719488_2_k119_755_12	GH2_secFalse	3.8e-59
63014	SRS1719488_2	SRS1719488_2_k119_755_13	CE6_secFalse	6.7e-27
63015	SRS1719488_2	SRS1719488_2_k119_755_2	GH105_secFalse	5.5999999999999984e-92
63016	SRS1719488_2	SRS1719488_2_k119_755_3	GH2_secFalse	1.2e-62
63017	SRS1719488_2	SRS1719488_2_k119_755_4	GH28_secFalse	3.0999999999999993e-72
63018	SRS1719488_2	SRS1719488_2_k119_755_5	GH2_secTrue	1.3999999999999998e-95
63020	SRS1719488_2	SRS1719488_2_k119_755_7	CE4_secTrue	2.3e-29
63021	SRS1719488_2	SRS1719488_2_k119_7948_26	GH3_secFalse	2.2999999999999997e-70
63023	SRS1719488_2	SRS1719488_2_k119_7948_34	GH33_secTrue	1.1999999999999999e-19
63024	SRS1719488_2	SRS1719488_2_k119_8010_13	GH130_secFalse	2.699999999999999e-91
63025	SRS1719488_2	SRS1719488_2_k119_8010_14	GH36_secFalse	3.199999999999999e-211
63026	SRS1719488_2	SRS1719488_2_k119_8010_15	GH26_secFalse	1.2e-62
63027	SRS1719488_2	SRS1719488_2_k119_8010_16	GH26_secFalse	1.8e-86
63028	SRS1719488_2	SRS1719488_2_k119_8010_22	GH2_secFalse	1.6999999999999998e-93
63029	SRS1719488_2	SRS1719488_2_k119_8010_23	CE7_secFalse	3.5999999999999994e-83
63030	SRS1719488_2	SRS1719488_2_k119_8010_24	GH36_secFalse	4.899999999999999e-28
63031	SRS1719488_2	SRS1719488_2_k119_8010_33	GH105_secFalse	9.999999999999999e-90
63032	SRS1719488_2	SRS1719488_2_k119_8010_34	GH3_secFalse	9.999999999999999e-69
63033	SRS1719488_2	SRS1719488_2_k119_8010_35	GH3_secFalse	2.1999999999999995e-69
63035	SRS1719488_2	SRS1719488_2_k119_8018_102	GT4_secFalse	4.2999999999999996e-33
63036	SRS1719488_2	SRS1719488_2_k119_8018_105	GT9_secFalse	3.7e-31
63037	SRS1719488_2	SRS1719488_2_k119_8018_106	GT4_secFalse	3.0999999999999995e-27
63039	SRS1719488_2	SRS1719488_2_k119_8018_107	GT9_secFalse	1.6e-35
63040	SRS1719488_2	SRS1719488_2_k119_8018_118	PL29_secFalse	2.2e-115
63041	SRS1719488_2	SRS1719488_2_k119_8018_125	PL8_2_secFalse	1.9999999999999998e-91
63042	SRS1719488_2	SRS1719488_2_k119_8018_127	GH88_secFalse	6.899999999999998e-131
63043	SRS1719488_2	SRS1719488_2_k119_8018_128	GH2_secFalse	2.6e-100
63044	SRS1719488_2	SRS1719488_2_k119_8018_130	GH43_3_secFalse	3.499999999999999e-108
63045	SRS1719488_2	SRS1719488_2_k119_8018_29	GT28_secFalse	3.2999999999999994e-48
63046	SRS1719488_2	SRS1719488_2_k119_8018_51	GH36_secTrue	2.5999999999999987e-211
63047	SRS1719488_2	SRS1719488_2_k119_8018_74	GT83_secFalse	2.0999999999999996e-76
63048	SRS1719488_2	SRS1719488_2_k119_8018_77	GT2_Glycos_transf_2_secFalse	2.2e-24
63049	SRS1719488_2	SRS1719488_2_k119_8018_78	CE4_secFalse	4.400000000000001e-19
63050	SRS1719488_2	SRS1719488_2_k119_8018_90	GT2_Glycos_transf_2_secFalse	4.1999999999999995e-21
63051	SRS1719488_2	SRS1719488_2_k119_8018_91	GT32_secFalse	5.7e-20
63052	SRS1719488_2	SRS1719488_2_k119_8018_92	GT8_secFalse	8.599999999999999e-52
63053	SRS1719488_2	SRS1719488_2_k119_8018_93	GT2_Glycos_transf_2_secFalse	2e-34
